Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,219.0800018310547,219.75999450683594,217.83999633789062,219.66000366210938,206.28746032714844,3935700
2020-01-03,217.13999938964844,219.67999267578125,216.75,218.92999267578125,205.6018829345703,3423200
2020-01-06,216.49000549316406,220.0,216.39999389648438,219.9600067138672,206.56919860839844,5682800
2020-01-07,219.5,220.55999755859375,216.89999389648438,218.52000427246094,205.21685791015625,5685400
2020-01-08,218.8000030517578,222.97000122070312,218.6699981689453,221.7899932861328,208.2877655029297,4916200
2020-01-09,222.63999938964844,225.5500030517578,221.85000610351562,225.19000244140625,211.48077392578125,4843600
2020-01-10,224.75,225.49000549316406,223.02999877929688,224.22000122070312,210.56985473632812,4226600
2020-01-13,224.5,224.50999450683594,222.67999267578125,223.33999633789062,209.74342346191406,6060900
2020-01-14,222.47999572753906,224.9499969482422,222.30999755859375,222.80999755859375,209.24569702148438,3915100
2020-01-15,222.27999877929688,224.97999572753906,222.1300048828125,224.58999633789062,210.9173126220703,3444300
2020-01-16,225.92999267578125,228.86000061035156,225.39999389648438,228.82000732421875,214.88980102539062,5390800
2020-01-17,229.61000061035156,232.60000610351562,228.91000366210938,231.91000366210938,217.79168701171875,7979200
2020-01-21,231.52999877929688,233.66000366210938,231.05999755859375,232.9499969482422,218.7683868408203,4873500
2020-01-22,233.7899932861328,236.52999877929688,232.8800048828125,232.89999389648438,218.721435546875,4030800
2020-01-23,232.1300048828125,234.82000732421875,230.63999938964844,233.64999389648438,219.42575073242188,4617900
2020-01-24,234.4600067138672,235.42999267578125,230.55999755859375,232.0,217.87620544433594,4467500
2020-01-27,228.1999969482422,232.47000122070312,228.1999969482422,231.19000244140625,217.1155242919922,3595600
2020-01-28,231.82000732421875,235.25,231.35000610351562,233.86000061035156,219.6229705810547,3621900
2020-01-29,234.89999389648438,235.8800048828125,233.39999389648438,234.02000427246094,219.7732391357422,2564000
2020-01-30,232.0,233.3000030517578,231.57000732421875,232.7899932861328,218.6181182861328,4685700
2020-01-31,232.9600067138672,233.22999572753906,227.88999938964844,228.10000610351562,214.21365356445312,5304700
2020-02-03,230.3000030517578,233.52999877929688,229.35000610351562,231.5399932861328,217.44422912597656,5100900
2020-02-04,234.02999877929688,236.36000061035156,234.02999877929688,235.0,220.69358825683594,3505100
2020-02-05,237.10000610351562,238.32000732421875,235.86000061035156,238.11000061035156,223.61424255371094,3868600
2020-02-06,238.0,239.41000366210938,237.47999572753906,238.83999633789062,224.2998046875,3930300
2020-02-07,238.83999633789062,239.52999877929688,236.52000427246094,237.3000030517578,222.8535614013672,2456100
2020-02-10,236.60000610351562,240.61000061035156,236.17999267578125,240.61000061035156,225.96205139160156,2568000
2020-02-11,240.61000061035156,242.4499969482422,240.1999969482422,241.63999938964844,226.92935180664062,2692400
2020-02-12,242.1300048828125,242.3000030517578,238.83999633789062,241.58999633789062,226.88238525390625,3592100
2020-02-13,240.97000122070312,243.60000610351562,240.39999389648438,242.36000061035156,227.6055145263672,2468100
2020-02-14,243.44000244140625,245.1999969482422,242.6300048828125,245.02999877929688,230.11297607421875,2841600
2020-02-18,244.83999633789062,246.11000061035156,243.16000366210938,243.94000244140625,229.08934020996094,2892600
2020-02-19,244.91000366210938,245.5,243.00999450683594,243.63999938964844,228.80760192871094,2713300
2020-02-20,243.69000244140625,247.1199951171875,242.14999389648438,247.02000427246094,231.98184204101562,3701800
2020-02-21,246.5,247.36000061035156,244.0,245.33999633789062,230.40411376953125,3881100
2020-02-24,238.47999572753906,243.11000061035156,237.6999969482422,239.6999969482422,225.10745239257812,5350100
