Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,118.86000061035156,119.88999938964844,118.69999694824219,118.94000244140625,113.80107116699219,6764900
2020-01-03,118.2699966430664,118.79000091552734,117.58999633789062,117.88999938964844,112.79644012451172,5399200
2020-01-06,117.4000015258789,118.08999633789062,116.7699966430664,117.6500015258789,112.56681060791016,6445500
2020-01-07,117.26000213623047,117.5199966430664,116.19999694824219,116.55999755859375,111.52388763427734,6846900
2020-01-08,116.30000305175781,116.7300033569336,115.68000030517578,116.16000366210938,111.14118194580078,5875800
2020-01-09,116.1500015258789,117.37000274658203,116.08000183105469,117.36000061035156,112.28932189941406,5563700
2020-01-10,117.23999786376953,117.33999633789062,115.9800033569336,116.37999725341797,111.35167694091797,6054800
2020-01-13,116.37999725341797,116.55000305175781,115.37000274658203,115.87999725341797,110.87327575683594,6112600
2020-01-14,115.47000122070312,116.20999908447266,115.12999725341797,116.18000030517578,111.16031646728516,6585800
2020-01-15,114.62999725341797,115.87000274658203,114.5199966430664,115.27999877929688,110.29920196533203,7454200
2020-01-16,115.5,115.93000030517578,115.27999877929688,115.9000015258789,110.89241027832031,5369400
2020-01-17,116.05000305175781,116.30000305175781,114.63999938964844,114.95999908447266,109.9930191040039,10045000
2020-01-21,114.58999633789062,115.69000244140625,114.5199966430664,115.58999633789062,110.5958023071289,7353700
2020-01-22,115.22000122070312,116.52999877929688,115.18000030517578,116.0999984741211,111.0837631225586,4926100
2020-01-23,116.20999908447266,116.30999755859375,115.04000091552734,115.80999755859375,110.80628204345703,4305100
2020-01-24,116.0,116.02999877929688,114.1500015258789,114.37000274658203,109.42852020263672,4383400
2020-01-27,113.19000244140625,116.2300033569336,112.68000030517578,115.86000061035156,110.85414123535156,7018400
2020-01-28,115.9800033569336,116.9000015258789,115.94999694824219,116.5999984741211,111.56216430664062,5270200
2020-01-29,116.55999755859375,117.12000274658203,115.88999938964844,115.88999938964844,110.88282775878906,3775500
2020-01-30,115.61000061035156,116.72000122070312,115.33000183105469,116.58000183105469,111.54303741455078,4581500
2020-01-31,115.80000305175781,116.26000213623047,113.9000015258789,114.48999786376953,109.54332733154297,7775800
2020-02-03,114.9000015258789,115.38999938964844,114.0999984741211,114.2699966430664,109.33284759521484,4347100
2020-02-04,115.23999786376953,116.23999786376953,114.88999938964844,115.2699966430664,110.2896499633789,5232200
2020-02-05,115.5999984741211,116.94999694824219,114.8499984741211,116.80999755859375,111.7630844116211,5682900
